ngram,matched_token,matched_category,line,name,game_id,skipped_token,skip_tag
"[':', 'NEXT', 'PRINT', '_', 'IF', 'PEEK', '(', '37151']","""{clr}""",skipgram,2,economy2,57,"""{clr}""",SL
"['=', '7491', 'PRINT', '_']","""{blue}""",skipgram,4,economy2,57,"""{blue}""",SL
"['=', '160', 'PRINT', '_', 'd$', '=', '""vc-20""', ':']","""geben sie bitte die   anzahl der spieler ein""",skipgram,5,economy2,57,"""geben sie bitte die   anzahl der spieler ein""",SL
"['=', '8042', 'INPUT', '_', ';', 'n', 'POKE', '36879']","""(max. 6 spieler)""",skipgram,6,economy2,57,"""(max. 6 spieler)""",SL
"[':', 'NEW', 'PRINT', '_', 'POKE', '36869', ',', '255']","""{clr}""",skipgram,11,economy2,57,"""{clr}""",SL
"['PRINT', '""{down}""', 'PRINT', '_', 'i', '""{left}-ten spie-""', 'gr', '=']","""name des""",skipgram,13,economy2,57,"""name des""",SL
"['PRINT', '""name des""', 'i', '_', 'gr', '=', '8086', ':']","""{left}-ten spie-""",skipgram,13,economy2,57,"""{left}-ten spie-""",SL
"['REM', '* (c) 1984  by *', 'INPUT', '_', ';', 'n$', '(', 'i']","""lers""",skipgram,14,economy2,57,"""lers""",SL
"['10', 'THEN', 'PRINT', '_', ':', 'PRINT', '""{down}""', ':']","""{down}{rvs_on}>name max. 10 zeichen<{rvs_off}""",skipgram,14,economy2,57,"""{down}{rvs_on}>name max. 10 zeichen<{rvs_off}""",SL
"['""{down}{rvs_on}>name max. 10 zeichen<{rvs_off}""', ':', 'PRINT', '_', ':', 'GOTO', '13', 'GET']","""{down}""",skipgram,14,economy2,57,"""{down}""",SL
"['GOTO', '15', 'PRINT', '_', 'PRINT', '""   {CBM-K}  {rvs_on} breakout {right}{right}{CBM-K}{right}{right}{right}{right}{right}{right}{rvs_off}{CBM-K}{right}{right}{rvs_on}""', 'a$', '""{right}{right}{CBM-K}{right}{right}{right}{right}{right}{right}{CBM-C}{rvs_off}""']","""{clr}""",skipgram,15,economy2,57,"""{clr}""",SL
"['REM', '* oesterreich  *', 'PRINT', '_', 'PRINT', '""das ziel ist es, zum""', ':', 'PRINT']","""{clr}{blue}""",skipgram,22,economy2,57,"""{clr}{blue}""",SL
"[',', '4', 'PRINT', '_', 'PRINT', '""schatz in der mitte ""', ':', 'PRINT']","""{yellow}**********************{black}""",skipgram,24,economy2,57,"""{yellow}**********************{black}""",SL
"[':', 'NEXT', 'PRINT', '_', 'PRINT', '""des bildschirms zu ge-""', 'IF', 'x']","""      {red}{down}{down}bankrott!{black}""",skipgram,26,economy2,57,"""      {red}{down}{down}bankrott!{black}""",SL
"[',', '195', 'PRINT', '_']","""{red}wetterbericht:{black}""",skipgram,29,economy2,57,"""{red}wetterbericht:{black}""",SL
"['REM', '****************', 'PRINT', '_', ';', 'we$', 'b$', '=']","""{down}""",skipgram,30,economy2,57,"""{down}""",SL
"[',', '48', 'PRINT', '_', ';', 'wg', ';', '""km/h""']","""windstaerke:""",skipgram,31,economy2,57,"""windstaerke:""",SL
"[';', 'wg', ';', '_', 'POKE', 'r1', ',', '32']","""km/h""",skipgram,31,economy2,57,"""km/h""",SL
"['=', '7867', 'PRINT', '_', ';', 'pl', '(', 'i']","""{black}{down}eine portion eis      kostet    {red} dm""",skipgram,35,economy2,57,"""{black}{down}eine portion eis      kostet    {red} dm""",SL
"[',', '160', 'PRINT', '_', ';', 'pw', '(', 'i']","""{black}{down}eine werbetafel kostet{red}           dm""",skipgram,36,economy2,57,"""{black}{down}eine werbetafel kostet{red}           dm""",SL
"['PRINT', '""{red}${blue} # = nails and steel =do not jump in them {white}""', 'PRINT', '_', ';', 'k', '(', 'i']","""{black}{down}ihr kapital betraegt {red}            dm""",skipgram,37,economy2,57,"""{black}{down}ihr kapital betraegt {red}            dm""",SL
"[',', '170', 'PRINT', '_', ';', 'PRINT', '""{down}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}{right}{right}-taste-""', ':']","""{down}{yellow}**********************{blue}""",skipgram,38,economy2,57,"""{down}{yellow}**********************{blue}""",SL
"[',', '0', 'PRINT', '_', 'IF', 'PEEK', '(', 'r2']","""wieviel portionen eis stellen sie her""",skipgram,39,economy2,57,"""wieviel portionen eis stellen sie her""",SL
"['REM', '****************', 'PRINT', '_', 'PRINT', '""schliessen sich von""', ':', 'PRINT']","""{up}                    """,skipgram,44,economy2,57,"""{up}                    """,SL
"['PRINT', '""{down} <<<< please wait >>>>""', 'PRINT', '_', 's', '=', '11', ':']","""{up}{up}{up}wieviel stueck werbe- tafeln kaufen sie""",skipgram,45,economy2,57,"""{up}{up}{up}wieviel stueck werbe- tafeln kaufen sie""",SL
"[',', '192', 'PRINT', '_', 'PRINT', '""{down}{down}vorsicht! wenn sich ""', ':', 'PRINT']","""{up}                    """,skipgram,48,economy2,57,"""{up}                    """,SL
"[',', '192', 'PRINT', '_', 'DATA', '32', ',', '160']","""{up}{up}{up}um wieviel wollen sie das eis verkaufen""",skipgram,49,economy2,57,"""{up}{up}{up}um wieviel wollen sie das eis verkaufen""",SL
"[',', '24', 'PRINT', '_', 'IF', 'gg', '=', '0']","""{clr}{down}{down}{red}ihr kapital ist zu    klein!{black}""",skipgram,54,economy2,57,"""{clr}{down}{down}{red}ihr kapital ist zu    klein!{black}""",SL
"[',', '255', 'PRINT', '_', 'POKE', '37154', ',', '127']","""{clr}{down}{down}{down}{down}{down}{purple} a u s w e r t u n g""",skipgram,62,economy2,57,"""{clr}{down}{down}{down}{down}{down}{purple} a u s w e r t u n g""",SL
"['GOSUB', '4000', 'PRINT', '_', 'IF', 'o', '=', '6']","""{clr}""",skipgram,70,economy2,57,"""{clr}""",SL
"['GOTO', '82', 'PRINT', '_', 'n$', '(', 'i', ')']","""{black}""",skipgram,79,economy2,57,"""{black}""",SL
"['8', ')', 'PRINT', '_', 'PRINT', '""{clr}""', ':', 'PRINT']","""{yellow}**********************{black}""",skipgram,80,economy2,57,"""{yellow}**********************{black}""",SL
"['GOTO', '82', 'PRINT', '_', 'vs', '(', 'i', ')']","""{down}{down}verkaufte portionen   eis:{red}""",skipgram,81,economy2,57,"""{down}{down}verkaufte portionen   eis:{red}""",SL
"['+', '1', 'PRINT', '_', 'sl', '(', 'i', ')']","""{black}{down}erzeugte portionen    eis:{red}""",skipgram,82,economy2,57,"""{black}{down}erzeugte portionen    eis:{red}""",SL
"[',', '24', 'PRINT', '_', 'g', '(', 'i', ')']","""{black}{down}gewinn:       {red}dm""",skipgram,85,economy2,57,"""{black}{down}gewinn:       {red}dm""",SL
"['GOTO', '65', 'PRINT', '_', 'IF', 'l', '=', '0']","""{red}{down}{down}bankrott{black}""",skipgram,89,economy2,57,"""{red}{down}{down}bankrott{black}""",SL
"['PRINT', '""{down}{rvs_on}       f{down}{right}i{right}s{up}{right}h""', 'PRINT', '_', 'k', '(', 'i', ')']","""{black}{down}{down}neues kapital:{red}dm""",skipgram,91,economy2,57,"""{black}{down}{down}neues kapital:{red}dm""",SL
"['""{rvs_on}{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{blue}     bitte warten""', ':', 'PRINT', '_', 't%', '=', 'INT', '(']","""{blue}{down}{down}{down}{down}  leertaste druecken{black}""",skipgram,92,economy2,57,"""{blue}{down}{down}{down}{down}  leertaste druecken{black}""",SL
"['IF', 'a$', '=', '_', 'THEN', '93', 'xx', '=']","""""",skipgram,93,economy2,57,"""""",SL
"['PRINT', '_', 'xx', '=', 'xx', '-']","""{clr}""",skipgram,94,economy2,57,"""{clr}""",SL
"[',', '0', 'PRINT', '_', 'xx', '=', 'xx', '-']","""{red}      rangliste{black}""",skipgram,96,economy2,57,"""{red}      rangliste{black}""",SL
"['PRINT', '_', 'uy', '=', 'PEEK', '(']","""{yellow}**********************{black}{down}{down}""",skipgram,97,economy2,57,"""{yellow}**********************{black}{down}{down}""",SL
"['g', ')', ',', '_', 'k', '(', 'g', ')']","""{blue}""",skipgram,113,economy2,57,"""{blue}""",SL
"['(', 'g', ')', '_', 'PRINT', '""d@@@@@@d@@d@@@@@@@@@@d""', ';', 'PRINT']","""{black}{down}""",skipgram,113,economy2,57,"""{black}{down}""",SL
"[',', '230', 'PRINT', '_', 'PRINT', '""d@dddd@d@@d@dddddddddd""', ';']","""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}  leertaste druecken""",skipgram,118,economy2,57,"""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}  leertaste druecken""",SL
"['IF', 'a$', '=', '_', 'THEN', '119', 'PRINT', '""d@@@@@@d@@d@d@@@@@@@@d""']","""""",skipgram,119,economy2,57,"""""",SL
"['1', 'we$', '=', '_', ':', 'GOTO', '570', 'y']","""gewitter""",skipgram,520,economy2,57,"""gewitter""",SL
"['160', 'we$', '=', '_', ':', 'GOTO', '570', 'p']","""regen""",skipgram,530,economy2,57,"""regen""",SL
"['53', 'we$', '=', '_', ':', 'GOTO', '570', 'd']","""bewoelkt""",skipgram,540,economy2,57,"""bewoelkt""",SL
"['360', 'we$', '=', '_', ':', 'GOTO', '570', 'IF']","""heiter""",skipgram,550,economy2,57,"""heiter""",SL
"['360', 'we$', '=', '_', 'm', '=', 'INT', '(']","""hitzeperiode""",skipgram,560,economy2,57,"""hitzeperiode""",SL
"[':', 'a$', '=', '_', ':', 'PRINT', '""{clr}{white}{down}   {rvs_on}{CBM-D}""', 'a$']","""{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}""",skipgram,10,breakout,48,"""{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}""",SL
"['""{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}""', ':', 'PRINT', '_', 'a$', '""{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-F}{right}{right}{right}{right}{right}{right}{rvs_off}{CBM-K}  ""', 'a$', '""  {rvs_on}{CBM-K}""']","""{clr}{white}{down}   {rvs_on}{CBM-D}""",skipgram,10,breakout,48,"""{clr}{white}{down}   {rvs_on}{CBM-D}""",SL
"['PRINT', '""{clr}{white}{down}   {rvs_on}{CBM-D}""', 'a$', '_', 'a$', '""  {rvs_on}{CBM-K}""', 'i', '=']","""{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-F}{right}{right}{right}{right}{right}{right}{rvs_off}{CBM-K}  """,skipgram,10,breakout,48,"""{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-F}{right}{right}{right}{right}{right}{right}{rvs_off}{CBM-K}  """,SL
"['a$', '""{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-F}{right}{right}{right}{right}{right}{right}{rvs_off}{CBM-K}  ""', 'a$', '_', 'i', '=', '1', ':']","""  {rvs_on}{CBM-K}""",skipgram,10,breakout,48,"""  {rvs_on}{CBM-K}""",SL
"['PRINT', '""{clr}""', 'PRINT', '_', 'a$', '""{right}{right}{CBM-K}{right}{right}{right}{right}{right}{right}{CBM-C}{rvs_off}""', 'a$', '""{CBM-I}{CBM-I}{CBM-I}{CBM-I}{rvs_on}{CBM-V}""']","""   {CBM-K}  {rvs_on} breakout {right}{right}{CBM-K}{right}{right}{right}{right}{right}{right}{rvs_off}{CBM-K}{right}{right}{rvs_on}""",skipgram,15,breakout,48,"""   {CBM-K}  {rvs_on} breakout {right}{right}{CBM-K}{right}{right}{right}{right}{right}{right}{rvs_off}{CBM-K}{right}{right}{rvs_on}""",SL
"['PRINT', '""   {CBM-K}  {rvs_on} breakout {right}{right}{CBM-K}{right}{right}{right}{right}{right}{right}{rvs_off}{CBM-K}{right}{right}{rvs_on}""', 'a$', '_', 'a$', '""{CBM-I}{CBM-I}{CBM-I}{CBM-I}{rvs_on}{CBM-V}""', 'CHR$', '(']","""{right}{right}{CBM-K}{right}{right}{right}{right}{right}{right}{CBM-C}{rvs_off}""",skipgram,15,breakout,48,"""{right}{right}{CBM-K}{right}{right}{right}{right}{right}{right}{CBM-C}{rvs_off}""",SL
"['a$', '""{right}{right}{CBM-K}{right}{right}{right}{right}{right}{right}{CBM-C}{rvs_off}""', 'a$', '_', 'CHR$', '(', '8', ')']","""{CBM-I}{CBM-I}{CBM-I}{CBM-I}{rvs_on}{CBM-V}""",skipgram,15,breakout,48,"""{CBM-I}{CBM-I}{CBM-I}{CBM-I}{rvs_on}{CBM-V}""",SL
"['THEN', '19', 'PRINT', '_', 'a$', 'a$', '""{CBM-F}{rvs_off}{CBM-K}{down}{left}{rvs_on}{CBM-C}{rvs_off}""', 'a$']","""{down}{down}{rvs_on}{CBM-D}""",skipgram,20,breakout,48,"""{down}{down}{rvs_on}{CBM-D}""",SL
"['""{down}{down}{rvs_on}{CBM-D}""', 'a$', 'a$', '_', 'a$', 'a$', '""{rvs_on}{CBM-V}{up}{left}{CBM-K}{down}{down}{down}{rvs_off}     select level', 'PRINT']","""{CBM-F}{rvs_off}{CBM-K}{down}{left}{rvs_on}{CBM-C}{rvs_off}""",skipgram,20,breakout,48,"""{CBM-F}{rvs_off}{CBM-K}{down}{left}{rvs_on}{CBM-C}{rvs_off}""",SL
"['""{CBM-F}{rvs_off}{CBM-K}{down}{left}{rvs_on}{CBM-C}{rvs_off}""', 'a$', 'a$', '_', 'PRINT', '""{clr}""', 'POKE', 'p']","""{rvs_on}{CBM-V}{up}{left}{CBM-K}{down}{down}{down}{rvs_off}     select level",skipgram,20,breakout,48,"""{rvs_on}{CBM-V}{up}{left}{CBM-K}{down}{down}{down}{rvs_off}     select level",SL
"['THEN', '29', 'PRINT', '_', 'IF', 'ta', '=', '21']","""{down}{down}     {rvs_on}f-1{rvs_off} beginner{down}          {rvs_on}f-2{rvs_off} advanced{down}          {rvs_on}f-3{rvs_off} expert""",skipgram,25,breakout,48,"""{down}{down}     {rvs_on}f-1{rvs_off} beginner{down}          {rvs_on}f-2{rvs_off} advanced{down}          {rvs_on}f-3{rvs_off} expert""",SL
"['we$', 'b$', '=', '_', 'PRINT', '""geister und tueren ""', ':', 'PRINT']","""*  (c) 84 by michael kraus creative computing software  """,skipgram,30,breakout,48,"""*  (c) 84 by michael kraus creative computing software  """,SL
"[')', ':', 'PRINT', '_', 'LEFT$', '(', 'b$', ',']","""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{right}""",skipgram,40,breakout,48,"""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{right}""",SL
"['IF', 'c$', '=', '_', 'THEN', 's', '=', '6']","""{f1}""",skipgram,102,breakout,48,"""{f1}""",SL
"['IF', 'c$', '=', '_', 'THEN', 's', '=', '5']","""{f2}""",skipgram,103,breakout,48,"""{f2}""",SL
"['IF', 'c$', '=', '_', 'THEN', 's', '=', '4']","""{f3}""",skipgram,104,breakout,48,"""{f3}""",SL
"['15', ':', 'PRINT', '_', 'PRINT', '""ddddddddddd@@d@@@@@@@d""', ';', 'DATA']","""{white}{clr}score: 0     level: 1""",skipgram,110,breakout,48,"""{white}{clr}score: 0     level: 1""",SL
"[',', '8', 'PRINT', '_', 's', '""    minus: 0{right}{CBM-I}{CBM-I}""', 'a$', 'a$']","""balls:""",skipgram,120,breakout,48,"""balls:""",SL
"['PRINT', '""balls:""', 's', '_', 'a$', 'a$', 'DATA', '145']","""    minus: 0{right}{CBM-I}{CBM-I}""",skipgram,120,breakout,48,"""    minus: 0{right}{CBM-I}{CBM-I}""",SL
"[',', '560', 'PRINT', '_', 'SPC(', '6', ')', 's']","""{home}{down}{white}""",skipgram,510,breakout,48,"""{home}{down}{white}""",SL
"['0', ':', 'PRINT', '_', 'e', '""{left} ""']","""{home}{right}{right}{right}{right}{right}{right}""",skipgram,5075,breakout,48,"""{home}{right}{right}{right}{right}{right}{right}""",SL
"['PRINT', '""{home}{right}{right}{right}{right}{right}{right}""', 'e', '_']","""{left} """,skipgram,5075,breakout,48,"""{left} """,SL
"['GOTO', '5080', 'PRINT', '_', 'g', ':', 'GOTO', '330']","""{home}{down}{down}{left}{left}{left}""",skipgram,5080,breakout,48,"""{home}{down}{down}{left}{left}{left}""",SL
"['0', ':', 'PRINT', '_', 'e', '""{home}{down}{down}{left}{left}{left}""', 'g', ':']","""{home}{right}{right}{right}{right}{right}{right}{white}""",skipgram,7000,breakout,48,"""{home}{right}{right}{right}{right}{right}{right}{white}""",SL
"['PRINT', '""{home}{right}{right}{right}{right}{right}{right}{white}""', 'e', '_', 'g', ':', 'IF', 'e']","""{home}{down}{down}{left}{left}{left}""",skipgram,7000,breakout,48,"""{home}{down}{down}{left}{left}{left}""",SL
"['1', ':', 'PRINT', '_', 's', '""{left} ""', ':', 'FOR']","""{home}{down}{right}{right}{right}{right}{right}{right}""",skipgram,7200,breakout,48,"""{home}{down}{right}{right}{right}{right}{right}{right}""",SL
"['PRINT', '""{home}{down}{right}{right}{right}{right}{right}{right}""', 's', '_', ':', 'FOR', 'q', '=']","""{left} """,skipgram,7200,breakout,48,"""{left} """,SL
"['8002', 'a$', '=', '_', ':', 'PRINT', '""{home}{down}{down}{down}{down}{right}{cyan}""', 'a$']","""{rvs_on}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}""",skipgram,8000,breakout,48,"""{rvs_on}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}""",SL
"['""{rvs_on}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}""', ':', 'PRINT', '_', 'a$', '""{right}{right}{black}""', 'a$', '""{right}{right}{red}""']","""{home}{down}{down}{down}{down}{right}{cyan}""",skipgram,8000,breakout,48,"""{home}{down}{down}{down}{down}{right}{cyan}""",SL
"['PRINT', '""{home}{down}{down}{down}{down}{right}{cyan}""', 'a$', '_', 'a$', '""{right}{right}{red}""', 'a$']","""{right}{right}{black}""",skipgram,8000,breakout,48,"""{right}{right}{black}""",SL
"['a$', '""{right}{right}{black}""', 'a$', '_', 'a$']","""{right}{right}{red}""",skipgram,8000,breakout,48,"""{right}{right}{red}""",SL
"['PRINT', '""{rvs_on}{green} X X    {white}U{SHIFT-*}{SHIFT-*}{SHIFT-*}I{green} X  X {rvs_off}{black}k{rvs_on}{green}   X {cyan}Q{green}    {white}{SHIFT--}{rvs_off}{purple}pqr{rvs_on}{white}{SHIFT--}{green}  XX {black}N{CBM-T}M{green} X   X   {white}J{SHIFT-*}{SHIFT-*}{SHIFT-*}K{green}{down}X X""', 'PRINT', '_', 'a$', '""{right}{right}{yellow}""', 'a$', '""{right}{right}{purple}""']","""{right}{green}""",skipgram,8010,breakout,48,"""{right}{green}""",SL
"['PRINT', '""{right}{green}""', 'a$', '_', 'a$', '""{right}{right}{purple}""', 'a$', '""{white}""']","""{right}{right}{yellow}""",skipgram,8010,breakout,48,"""{right}{right}{yellow}""",SL
"['a$', '""{right}{right}{yellow}""', 'a$', '_', 'a$', '""{white}""']","""{right}{right}{purple}""",skipgram,8010,breakout,48,"""{right}{right}{purple}""",SL
"['a$', '""{right}{right}{purple}""', 'a$', '_']","""{white}""",skipgram,8010,breakout,48,"""{white}""",SL
"['v', 'THEN', 'PRINT', '_', 'a$', '""{right}{right}{red}""', 'a$', '""{white}""']","""{right}{white}""",skipgram,8020,breakout,48,"""{right}{white}""",SL
"['PRINT', '""{right}{white}""', 'a$', '_', 'a$', '""{white}""']","""{right}{right}{red}""",skipgram,8020,breakout,48,"""{right}{right}{red}""",SL
"['a$', '""{right}{right}{red}""', 'a$', '_']","""{white}""",skipgram,8020,breakout,48,"""{white}""",SL
"['6', ':', 'PRINT', '_', 'a$', ':', 'NEXT']","""{right}""",skipgram,8050,breakout,48,"""{right}""",SL
"['6', ':', 'PRINT', '_']","""{right}{rvs_on}{CBM-T}{right}{CBM-T}{right}{CBM-T}{right}{CBM-T}{right}{CBM-T}{right}{CBM-T}{right}{CBM-T}{right}{CBM-T}{right}{CBM-T}{right}{CBM-T}""",skipgram,8060,breakout,48,"""{right}{rvs_on}{CBM-T}{right}{CBM-T}{right}{CBM-T}{right}{CBM-T}{right}{CBM-T}{right}{CBM-T}{right}{CBM-T}{right}{CBM-T}{right}{CBM-T}{right}{CBM-T}""",SL
"['0', ':', 'PRINT', '_', 'SPC(', '13', ')', '""{rvs_on}* high *""']","""{home}""",skipgram,8510,breakout,48,"""{home}""",SL
"['SPC(', '13', ')', '_', ':', 'GOSUB', '21000', ':']","""{rvs_on}* high *""",skipgram,8510,breakout,48,"""{rvs_on}* high *""",SL
"['PRINT', '_']","""{cyan}{down}{right}{right}{right}{right}{right}{rvs_on}{CBM-T}{down}{left}{CBM-T}{down}{left}{CBM-T}{down}{left}{CBM-T}{up}{up}{CBM-T}{up}{CBM-T}{down}{left}{CBM-T}{down}{left}{CBM-T}{down}{left}{CBM-T}{right}{CBM-T}{up}{left}{CBM-T}{up}{left}{CBM-T}{up}{left}{CBM-T}{right}{CBM-T}{CBM-T}{down}{left}{left}{CBM-T}{down}{left}{CBM-T}{CBM-T}{down}{left}{left}{CBM-T}{CBM-T}""",skipgram,8520,breakout,48,"""{cyan}{down}{right}{right}{right}{right}{right}{rvs_on}{CBM-T}{down}{left}{CBM-T}{down}{left}{CBM-T}{down}{left}{CBM-T}{up}{up}{CBM-T}{up}{CBM-T}{down}{left}{CBM-T}{down}{left}{CBM-T}{down}{left}{CBM-T}{right}{CBM-T}{up}{left}{CBM-T}{up}{left}{CBM-T}{up}{left}{CBM-T}{right}{CBM-T}{CBM-T}{down}{left}{left}{CBM-T}{down}{left}{CBM-T}{CBM-T}{down}{left}{left}{CBM-T}{CBM-T}""",SL
"['PRINT', '_', ':', 'l', '=', '8']","""{left}{left}{left}{left}{left}{left}{left}{left}{rvs_on}{CBM-T}{up}{left}{CBM-T}{up}{left}{CBM-T}{up}{left}{CBM-T}{down}{CBM-T}{up}{CBM-T}{down}{left}{CBM-T}{down}{left}{CBM-T}{down}{left}{CBM-T}""",skipgram,8530,breakout,48,"""{left}{left}{left}{left}{left}{left}{left}{left}{rvs_on}{CBM-T}{up}{left}{CBM-T}{up}{left}{CBM-T}{up}{left}{CBM-T}{down}{CBM-T}{up}{CBM-T}{down}{left}{CBM-T}{down}{left}{CBM-T}{down}{left}{CBM-T}""",SL
"['10', ':', 'PRINT', '_', 'SPC(', '19', ')', 'l']","""{home}{white}""",skipgram,20300,breakout,48,"""{home}{white}""",SL
"['THEN', '21999', 'PRINT', '_']","""{home}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}{rvs_on}{green}*************{right}{right}{right}{right}{right}{right}{right}{right}{right}*{yellow} well done {green}*{right}{right}{right}{right}{right}{right}{right}{right}{right}*************""",skipgram,21000,breakout,48,"""{home}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}{rvs_on}{green}*************{right}{right}{right}{right}{right}{right}{right}{right}{right}*{yellow} well done {green}*{right}{right}{right}{right}{right}{right}{right}{right}{right}*************""",SL
"['10', ':', 'PRINT', '_', 'uv', '""{left} points {right}{right}{right}{right}{black}{rvs_off}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}""']","""{down}{down}{down}{right}{right}{rvs_on}{red} bonus:""",skipgram,21020,breakout,48,"""{down}{down}{down}{right}{right}{rvs_on}{red} bonus:""",SL
"['PRINT', '""{down}{down}{down}{right}{right}{rvs_on}{red} bonus:""', 'uv', '_']","""{left} points {right}{right}{right}{right}{black}{rvs_off}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}""",skipgram,21020,breakout,48,"""{left} points {right}{right}{right}{right}{black}{rvs_off}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}""",SL
"['THEN', '21100', 'PRINT', '_', ':', 'FOR', 't', '=']","""{down}{down}{right}{right}{cyan}{rvs_on} prepare for next {right}{right}{right}{right}     level        """,skipgram,21040,breakout,48,"""{down}{down}{right}{right}{cyan}{rvs_on} prepare for next {right}{right}{right}{right}     level        """,SL
"['NEXT', ':', 'PRINT', '_', ':', 'PRINT', '""{right}{right}{right}{right}{right}{rvs_on}{SHIFT--}game over{SHIFT--}""']","""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}{right}{rvs_on}{yellow}{CBM-A}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{CBM-S}""",skipgram,30000,breakout,48,"""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}{right}{rvs_on}{yellow}{CBM-A}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{CBM-S}""",SL
"['""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}{right}{rvs_on}{yellow}{CBM-A}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{CBM-S}""', ':', 'PRINT', '_']","""{right}{right}{right}{right}{right}{rvs_on}{SHIFT--}game over{SHIFT--}""",skipgram,30000,breakout,48,"""{right}{right}{right}{right}{right}{rvs_on}{SHIFT--}game over{SHIFT--}""",SL
"['0', ':', 'PRINT', '_']","""{right}{right}{right}{right}{right}{rvs_on}{CBM-Z}{SHIFT-*}again-?{SHIFT-*}{CBM-X}""",skipgram,31500,breakout,48,"""{right}{right}{right}{right}{right}{rvs_on}{CBM-Z}{SHIFT-*}again-?{SHIFT-*}{CBM-X}""",SL
"['IF', 'a$', '=', '_', 'THEN', 'RUN']","""y""",skipgram,32000,breakout,48,"""y""",SL
"['IF', 'a$', '=', '_', 'THEN', 'END']","""n""",skipgram,32250,breakout,48,"""n""",SL
"['""geben sie bitte die   anzahl der spieler ein""', 'd$', '=', '_', ':', 'hc', '=', '10']","""vc-20""",skipgram,5,collector2,47,"""vc-20""",SL
